query,expected_response,max_similarity,average_similarity,confidence,retrieved_correct
アマゾンでお菓子買ったのにパソコンが来た… https://t.co/Q4Fh6bKCR2,@452118 ご迷惑をおかけしております。返品または交換(可能な場合)を承ります。こちらのヘルプページをご参照のうえ、お手続きください。https://t.co/Y8YyMmaYmy ET,0.8383395671844482,0.8167378544807434,0.8318590533733368,True
"Stellt Euch vor,ihr kauft nen @116316 #FireTVStick.Ihr schließt ihn an &amp; schaut @115825 doch am nächsten Tag tut sich nichts mehr.Ihr kontaktiert den Kundenservice &amp; bekommt die Info,mit dir reden wir nicht,da jmd anders auf dem Stick registriert ist.Kaufvertrag? #BGB",@139235 @116316 @115825 Danke das du ihn für mich bezahlst 😜😄,0.9477838277816772,0.881491196155548,0.9278960382938384,True
"""Je te donne 5 € et tu met 5 étoiles à mon produit sur @2600"". Les vendeurs escrocs chinois continuent d'opérer en cachette (comportement interdit par Amazon). Et après on s'étonne que de la camelotte de merde ait le badge ""Amazon's Choice"" https://t.co/jk9eRemmm2","@721551 Bonjour Bruno, je suis désolé pour cela. Je vous prie de signaler ce comportement auprès de notre SAV via https://t.co/hgIrz98cdI afin qu'ils entrer en contact avec le vendeur en question. ^AR",0.9519377946853638,0.9001615047454834,0.9364049077033996,True
@AmazonHelp  I did visit moto service center they asked me that our jobsheet is our service denial letter and I sent it to you for 4 https://t.co/5Ku6Ag9D9q please start refund otherwise I will approach high court for protection of my consumer right.,"@228684 I understand the situation here, Adwait. Could you confirm If you've shared your details through the link that was provided here: https://t.co/FG4fQiZB2Y? ^NK",0.9772541522979736,0.8942545533180237,0.9523542726039886,True
The bug at Ur payment gateway isn't allowing me to checkout! This is the 4th message I have received @118919 @115850 https://t.co/D7HpfjX3zI,@354287 Sorry to see that. Please report this to our support team here: https://t.co/vlvfJr4nN9. ^HA,0.9595956802368164,0.8698379039764405,0.9326683473587035,True
Anyone else noticed the decline of @115830 customer service lately? they use to be brilliant! speaking on the phone for over an hour trying to simply request a returns label for 1 item which arrived faulty. They keep sending labels for 2 items &amp; nearest drop off is 8 miles away,@738145 I am sorry to hear this Warren. Can I ask what options do you have here please: https://t.co/5FHI99LwNu. ^GA,0.9294875264167786,0.872254753112793,0.9123176944255829,True
"Amazon（ @116313 ）アプリのiPad版が縦画面固定になっちゃったのは儂だけではなかったようだ（爆）
すげー使いにくいから戻して欲しい…つか、やっぱアプリのアプデは人柱待ちがBestか。",@347496 iPad版のAmazonアプリが縦画面に固定される件について、問題が修正された新バージョン（9.21.1）がApp storeでリリースされました。お手数ですが、Amazonアプリのアップデートをいただき、問題が解決していないかご確認ください。　MH,0.887109637260437,0.8737284302711487,0.8830952751636505,False
@AmazonHelp https://t.co/5Uc65tSfMR,"@377480 I know how frustrating this can be. Without giving any account/personal info, can you please let us know the problem you are having? ^BA",0.8926187753677368,0.8916795492172241,0.8923370075225829,False
"@116928 Hola! A donde puedo seguir el trámite de reintegro de gastos de envío por cambio, quedaron en pasarnos información y nunca recibimos nada.","@689768 Hola Cinta. Te recomendamos contactar a nuestros compañeros de Atención al Cliente nuevamente para que verifiquen tu caso, por favor ingresa en el siguiente enlace: https://t.co/OjvUxwnzPe ^HC",0.8795715570449829,0.8460332989692688,0.8695100796222686,True
".@115821 I'd prefer if when I have 2 day shipping, and it says it'll be here in 2 days, that I will get it in 2 days. Please don't specify that item(s) will arrive in 2 days if you know they won't. Just saying.",@226057 I'm sorry your order didn't arrive as expected! Do you have a current order that hasn't arrived? Who was the carrier for that delivery? ^AH,0.9003428220748901,0.8719392657279968,0.8918217551708221,True
"@AmazonHelp @115821 worst eCommerce website in the world,purchased a Mi MAX2 on no cost EMI but seller is charging the Interest.hate amazon",@453167 Sorry about that. Could you please report it here : https://t.co/2t6DQoUmNZ so that we'd get it checked? ^PR,0.9609286785125732,0.8808026194572449,0.9368908607959747,True
"@119356 @115821 Placed an order on 20-Nov, at order time the delivery date was promised as 22-Nov. Order confirmation SMS also says 22-Nov. Today a new SMS says 25-Nov. My son's bday is on 23 Nov. What should I tell him when he asks me about his gift? https://t.co/uODv1JuLvx","@263833 My apologies for the unexpected delay, Govind. This is certainly something that we never wanted you to face. Please reach out to us via: https://t.co/5918MCnzuj and we will have this checked. ^KS",0.927791953086853,0.8328317999839783,0.8993039071559905,True
Oi @117086 estou sem conseguir receber via KDP desde que publiquei meu livro.,"@117086 ""A Amazon não oferece suporte para pagamentos via depósito direto para nenhuma das lojas no país do seu banco...+",0.8369100689888,0.8049346446990967,0.8273174417018889,True
"So @115830 have been tasked with delivering 5 parcels today to a newsagents for my collections. Despite coming from the same warehouse, I would assume 1 driver would deliver today. Only 3 items got successfully delivered. 2 items couldn’t find the address.  Allegedly 🤦🏽‍♂️",@124066 Sorry to hear that. If you check the tracking on the remaining parcels: https://t.co/aaDyEz1VgE have there been any further updates? ^TI,0.9455763101577759,0.8751101851463318,0.9244364726543426,True
@115850 Back to back order cancellation by Amazon.  I can gurantee my current order will be cancelled. Amazon had cancelled my 4 orders on the day of delivery.,@144607 I'm sorry for the trouble caused over delivery. You should have received an email about the cancellation. Please do check it. ^RW,0.9346214532852173,0.8952483415603638,0.9228095197677613,True
やはりamazon詐欺であったか,"@520281 おはようございます。Amazonです。
何か、当サイトのご利用でトラブルなどがございましたか？TY",0.7887752056121826,0.7845723748207092,0.7875143563747404,False
もやもやさまぁ～ずamazon primeで配信してんのか,@279582 はい、ご覧いただけます😊😊😊ET,0.8281772136688232,0.8229935050010682,0.8266221010684967,False
少し前までAmazonミュージックのプライム会員聴き放題があまりにもひどくて利用しようがなかったが、最近すごく充実していてよく聴いてる。特に最近ペルソナシリーズのサントラがプライム対象になったのは嬉しい。,"@781017 プライム・ミュージックをお楽しみいただき、ありがとうございます😊
今後もより充実したラインナップをお届けできるよう努力して参ります🙏 YM",0.8387542963027954,0.8320488691329956,0.8367426681518554,True
@AmazonHelp on 30th October I found my letter box on the floor like this. After four emails and a frustrating phone call I have still had no contact from Amazon Logistics as to how they will reimburse me for the damage. Please sort it out! https://t.co/6KqeajlV4P,"@235347 Thank you for contacting us, Nicola! I am so sorry for the damages. We are here to help! I'd like to have a specialist from our team take another look at the this. For us to do so, please provide the requested details in this secure link: https://t.co/4c5fsCL9pH ^SC",0.9653807878494263,0.904642379283905,0.9471592652797698,True
your service is useless @AmazonHelp,"@815514 Hey Jack, I'm so sorry for the poor experience you've had with us! Without providing account or personal details, could you tell us what the original issue is? ^AR",0.8755943775177002,0.8719113945960999,0.8744894826412201,True
Amazon email says 'sorry for problem with your item. For help in returning items..'. It's not broken - I just can't get it!,"@415989 Hi Dave, sorry to hear that. Will you be returning to the address that the replacements were sent to? ^JJ",0.9195189476013184,0.8745462417602539,0.906027135848999,True
Amazonプライム会員知らん間になってるやん！映画観れるんやな。。勝手に登録されるとかヤバいな,@198621 なお、Amazonプライムの特典は追加料金なしでご視聴いただける「プライム・ビデオ」など様々ございますので、よろしければ、リンクのヘルプページをご参照ください。https://t.co/qjaFIyMkEk TN,0.9008551836013794,0.8907613635063172,0.8978270375728606,False
"@116928 ¿Qué pasa que cada vez tardan más en llegar las reservas de mis juegos? PD: soy Prime desde hace dos años PD2: Encima nos queréis subir el precio de la suscripción Prime... Hacerlo cuando vaya a mejor vuestro servicio, no cuando vaya a peor... https://t.co/xUaqm1aM6W","@231074 Hola, lamentamos el inconveniente. ¿Cuál era la fecha estimada de entrega? ^MB",0.9325063228607178,0.8481933116912842,0.9072124195098876,True
"Hey @115821, i got this email about my account being suspended due to unusual activity... it’s asking me for my SSN... i don’t think this is legit. Can i get some assistance to make sure i can access my account for Christmas shopping? https://t.co/qkDGUymCyM","@232602 Thanks for reaching out, Amy. Looks like you may have a phishing email! Please use the following link to identify if, and report the email. https://t.co/tWd5ALSS1x ^MW",0.9520478248596191,0.8567066669464112,0.9234454774856566,True
"so yet again @115830 are screwing me over £200+ worth of goods supposedly delivered, I checked all around the house, with 8 neighbours. No one knows anything. Just a shambles of a service.",@669873  I'm sorry for the frustration this has caused! We want to help and look into the situation with you. Please use the following link to contact us via phone or chat so we can best assist you: https://t.co/JzP7hlA23B ^MW,0.8931900262832642,0.8081887245178223,0.8676896357536314,True
Fahrrad bei @AmazonHelp bestellt und angesagt war 13. Liefertermin und @134825 kam heute an und nun steht in einen packtup...,@218622 Unser Kundenservice prüft das gerne mal für dich: https://t.co/ohyvGrpvrY ^SK,0.8663939237594604,0.8595806121826172,0.8643499302864075,False
"@AmazonHelp I've been trying to get ahold of a product for about two months now. i had an order and it was indefinitely delayed, and i am concerned it may happen again, with the limited edition out of print, will there be anything to help me make sure i get what i buy?",@686025 I'm sorry about the indefinite delay! Is it possible to provide a link and description of the product you are seeking? We want to help. ^SH,0.9460350275039673,0.8838724970817566,0.927386268377304,True
"@115830 Hello, I have been incorrectly charged for a product I purchased on https://t.co/05jLowTHUh by the seller Amazon EU S.a.r.L.. I guess there is no way to contact the seller since it was sold by Amazon, at least I haven't been able to find one. Pls, advise.","@134346 Hello Suyash, sorry you have not had a pleasant experience with this order. Just to confirm, were you charged an incorrect amount or did you not receive the correct product? You can contact the seller by following the instructions here: https://t.co/ZWFO8EajzY ^TE",0.9572967886924744,0.8949367046356201,0.9385887634754181,True
"Holy crap @115821, you need to get better CSRs to man your help desk. BTW, since when did ""package delivered"" start meaning ""your package may be delivered within up to 36-hours""?",@306137 I'm sorry you haven't received your package yet. Here are some tips to try to locate a package marked delivered: https://t.co/vBZMmeK8rX ^JF,0.9155759811401367,0.8607149243354797,0.8991176640987395,True
@115821 2 day shipping they said. It’ll be fast they said. @AmazonHelp https://t.co/Y8vLiJTfgW,"@522977 Hi, has the delivery date changed from the date provided in your order confirmation email? ^TS",0.9014358520507812,0.8878371715545654,0.8973562479019164,True
"Delivery on my amazon order has been delayed, IT’S A BLOODY ADVENT CALENDAR.","@243703 I am really sorry to hear this, Hannah. Have you been given an update on your tracking, with a new delivery date?^SM",0.824306845664978,0.7928482055664062,0.8148692536354064,True
"@AmazonHelp Thing is, I don't want to return the book because I know it will take a long time for you to replace it :( it just looks used https://t.co/ZhXuro0FiD",@415378 here: https://t.co/4o5PqP90vH to initiate a return. (3/3) ^KA,0.8942815065383911,0.8773839950561524,0.8892122530937194,False
@118919 The massage show your account locked. Pl unlock or send invoice on mail id __email__,@431275 Please respond to the email you've received from our account specialist team for further assistance. ^SU,0.9259734153747559,0.8256551146507263,0.8958779251575469,True
"Where is my order @115821.com , doing follow-up with your customer care since 18th Nov but yet not delivered, yesterday your customer support guy promised it by today EOD but still on same page. https://t.co/dSgKtJWLGz","@771844 Apologies for the issues with delivery, that wasn't intended. Please share your details here: https://t.co/GIJyeYqKE0 and we'll help you. Also, please don’t provide order details as we consider them to be personal info. Our Twitter page is visible to public.^BS",0.9386874437332153,0.8849873661994934,0.9225774204730987,True
Liebes Amazon. Ich bestelle heute einen Artikel bei Ihnen als Expresszustellung für heute! Das haben sie beim Bestellvorgang angegeben. Ich habe bestellt. Nun steht unter meinen Bestellungen Lieferung 25.11 bis 27.11. da es wieder mit eigenen Lieferdienst. Wieso?? @amazonhelp,"@569542 Hi, ist der Artikel bereits versendet worden? Gruß ^MI",0.8525447845458984,0.845797598361969,0.8505206286907196,False
Where is the @168151 app for @115821 Fire TV stick?!? --Asks the guy stuck in a hospital for several weeks...,"@214320 Thanks for reaching out. I'm sorry, we don't have an NHL app available. ^BH",0.8699125051498413,0.8139089822769165,0.8531114482879638,True
@115821 thanks for anothe late game pre order gj,@506152 Hey! I'm really sorry your game is late. Can you let know which game you've ordered? We'd like to help in any way we can! ^AJ,0.8637057542800903,0.837578296661377,0.8558675169944763,True
@115850 @AmazonHelp will you help me or not.,@192916 Apologies for any trouble. I’d like to help you; please fill this form: https://t.co/beaaDm0muc and I'll contact you soon. ^MO,0.9123443365097046,0.911083173751831,0.9119659876823425,False
"Meus mangás de Noragami chegaram e eu to só o surto em pessoa querendo mostrar até pro meu gato, desculpa mundo","É tão bonito os traços, ai meu Yato do céu https://t.co/hx0HftqUff",0.8800935745239258,0.8117406129837036,0.8595876860618591,True
@AmazonHelp I paid for next day delivery on Sunday didn't receive my parcel which is a gift but I got this message pardon???????? https://t.co/t8peVsB57r,"@385930 Oh my! I'm sorry for the delay.. Just to clarify, have you been able to contact us via phone/chat?https://t.co/JzP7hlA23B ^AL",0.9566423892974854,0.9085553169250489,0.9422162675857544,True
@115830 I have just been on the phone for 40 minutes to your Customer Service. Most of the time on hold and the rest of the time talking to people who clearly had no clue how to resolve my problem. It's still not resolved. Completely appalling service.,"@740273 Hi, I'm sorry to hear this. Without divulging personal information, could you please provide some details of problem you were contacting about? ^PJ",0.8869178295135498,0.8692034125328064,0.8816035044193267,True
Hi @115850 - I am unable to place an order. Thr product only has 'Schedule Delivery' option and then I get an error message. https://t.co/8Ah6MlCU5C,@579292 be shipped to the selected address due to courier restrictions. Request you to try an alternative address. 2/2 ^HD,0.8866190910339355,0.8680879592895507,0.8810597515106201,False
@115830 your listing showed the item on the left and promised “no wires” what I got was on the right and they want to deduct postage from the refund. Very unimpressed. https://t.co/BS67hqN3yr,"@473952 Oh no! I'm sorry about this happening. Without providing any personal account information, could you tell us what you ordered, so that we can further assist? ^GP",0.949984610080719,0.8516710042953491,0.9204905283451079,True
@115850 RESPECTED SIR I WANT TO SELL MY BRANDED WOMENS CLOTHING PLS GUIDE ME CELL NO. 9840590007,"@152466 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2 ^VH",0.8013929128646851,0.7940658092498779,0.7991947817802428,False
.@12339 sends back package to @115850 while in transit saying customer refused delivery! Its still 90km away from destination city! #ridiculous @115821 @AmazonHelp https://t.co/VOLLprvLa5,@420471 Please don’t provide your details as we consider them to be personal information. Our Twitter page is visible to public. (2/2)^YP,0.8795013427734375,0.8759095072746277,0.8784237921237945,False
"@AmazonHelp muchachos, help, donde viene la garantía de un ps4 pro? Ya tengo mi paquete pero no la veo","@143578 Hola, Alan. Todos nuestros productos tienen un plazo de devolución máximo de 30 días luego de recibido. Posterior a esa fecha tienes un año de garantía con el fabricante si el equipo que compraste era nuevo. ^CB",0.9369220733642578,0.9093250632286072,0.9286429703235626,True
Guys don't use @AmazonHelp @115850 @115821. first they will deliver defective items than @AmazonHelp Will make u fool not once but 2-3time,@AmazonHelp @115850 @115821 Of not taking return 😊. Don't want refund from u poors. Put my1100 in ur pocket.Be happy But u can simply just ask instead of making fool,0.9046530723571777,0.8871140837669372,0.8993913757801055,False
@115850 @115821 Check my Order# 4__credit_card__,@115850 @115821 @115851  Sir -- I placed an order on 28th Aug. Ur team neither delivered the product nor refunded my money. It's been more than a month.,0.8586812019348145,0.8463090419769287,0.8549695539474487,False
"@115821 how can I shut Alexa up? I set a timer and she won’t cancel it. I’ve even unplugged the echo to reset it, but nothing.","@658225 So sorry about that! This should help you ""shut Alexa up"" https://t.co/xsZBulQq4A ^LS",0.9450883865356445,0.8786805748939515,0.9251660430431365,True
"@AmazonHelp U dont missed time frame but prime delivery to a location within 24hrs
But for me it takes 4days to reach that location.
Plus it came with same courier. They dont deliver to my location. They are giving to some other courier. Pathetic delivery.","@150731 you would get free standard delivery irrespective of the order cost. For more info, please click here: https://t.co/0rXXiuRklZ Also, the products are moved according to the estimate, kindly wait till the estimated delivery date.(2/2) ^KA",0.865406334400177,0.8580806255340576,0.8632086217403412,False
@AmazonHelp No I️t just said: “Delivery estimate Friday November 10” and I️ ordered I️t on Monday,@605995 What was the date given to you in your order confirmation email? Has the order dispatched? ^ES,0.9261049032211304,0.8980908989906311,0.9177007019519805,True
@120533 qui envoie des figurines Pop qui dans une enveloppe en papier PITIÉ 😢😢  je meuuuurs 😭😭 heureusement que le service clients est top et vont l'échanger mais avec un autre conditionnement j'espère 😔😔 #amazon #StrangersThings,"@740598 Bonsoir, je suis désolée d'apprendre cela, et ravie d'apprendre que notre service client a pris en charge et résolu votre problème. Pour l'emballage vous pouvez laisser une évaluation via le lien suivant: https://t.co/fRUeb4m1Jf ^BR",0.943271815776825,0.9001370429992676,0.9303313839435577,True
"@AmazonHelp Tengo problemas con un pedido, que puedo hacer? Gracias","@209750 Hola Toni, ¿podrías comentarnos más sobre lo que ha ocurrido sin publicar detalles de tu cuenta? ^DA",0.9338169097900391,0.91764315366745,0.9289647829532623,True
"What a surprise ANOTHER @115830 delivery driver saying he couldn’t deliver my parcel even though I’ve been in all day and no one has even been near the house, checked all the CCTV. Pay a company to deliver not a guy with a large boot ffs.","@138300 I'm sorry to hear about this experience, Joe! We'd like to look into this with you. Please contact us via phone or chat so we can go over avaiable options:  https://t.co/JzP7hlA23B ^MW",0.922961950302124,0.857081937789917,0.9031979465484619,True
@AmazonHelp purchased Peter Robinson The Summer That Never Was and guess what Unable to Open the Title. Forget help it doesn’t exist.,"@575049 I'm sorry to hear this. Just to clarify, are you unable to open your Kindle e-book? ^KP",0.9089624881744385,0.8524435997009278,0.8920068216323853,True
@115850 need help with my last order,"@495477 We'll be happy to help you. Could you please elaborate the issue, so that we can assist you accordingly. ^SC",0.8419294357299805,0.8237250804901123,0.8364681291580199,True
i just wanted to water color but 4 days later i still don’t have my watercolors and supplies 😭 @115821 https://t.co/Vz3PtgSV8d,"@303996 I'm so sorry about this delayed order, Eryka! Have you viewed avail refund/replacement options here: https://t.co/9CaEwW3P1G? ^SD",0.9108268022537231,0.8331013083457947,0.8875091540813446,True
@115850 ur courier guys send wrong feedback abt customer... pathetic service.. @115851,@298511 I'm unable to comprehend. Kindly elaborate your concern. ^SG,0.9374222755432129,0.8917676568031311,0.9237258899211883,True
"@AmazonHelp Good morning. I’m facing problems to access my account. I’ve reset the password several times, but the problem remains. Can you help me on this?",@756421 Oh no! Sorry to hear you are having trouble accessing your account! Have you received an email from an Account Specialist? Be sure to check your spam or junk folder as well. ^AD,0.942656397819519,0.9376290559768676,0.9411481952667236,True
Thanks for delivering my item @115830. Came home after God knows how long to find it hanging out the front door. Lucky for both of us no-one stole it ey?! https://t.co/y2rnPj6nUq,@530948 I'm sorry for the problems with your delivery! Was the item damaged at all? ^JF,0.9157845973968506,0.8808547377586364,0.9053056395053862,True
"@115850 @115821 worst experience Bally delivery agents,lier cheater,don't even know how 2 behave with ladies worst agent numbers 8240535505/7686990910 never expected from amazon",@788686 I'm sorry about the experience you had with the delivery of your order. Kindly connect with us here: https://t.co/vlvfJr4nN9 we'd like to help. ^SG,0.9571459293365479,0.8851366877555847,0.9355431568622589,True
@AmazonHelp When are you gonna resolve the issue ?,"@120687 Apologies for the stretch, Sarvesh. Please reply to the email sent by us. We'll check your details and assist you. ^SV",0.9371026754379272,0.9277174472808838,0.9342871069908141,False
@AmazonHelp my parcel was “delivered” to my “neighbour” called “Dave” at house number “24”. Knocked at number 24 and shock. No one called Dave lives there and they’ve taken no parcel. What do we do now? Paid a lot of money for this.,@802833 Oh no! I'm so sorry that you're unable to locate your parcel! Please reach out to us here: https://t.co/JzP7hlA23B and we'll look into options together. ^JO,0.9642757773399353,0.9037012815475464,0.9461034286022185,True
"Received my @115830 package two days after it was ""handed to resident”. Item not packaged at all (i.e. no box, no address, just a book in my mailbox). Presumably someone decided they didn’t want a copy of “Python for Data Analysis” after all.",@115830 Shame that @115830 seem happy to deliver to “a resident” without notifying which one (given an block of multiple apartments. Also that I answered the bell to the delivery driver 3 times at the time it was “delivered” &amp; they still didn’t bother to actually deliver it to *me*.,0.9445189237594604,0.8386998891830444,0.9127732133865356,True
"@115830 placed order for several items, was expecting one of these to be delivered yesterday, but apparently it was sent to the wrong carrier facility!I cannot see where to contact Amazon to find out what is going on. Whats the point in signing up to prime! Please help AmazonUK",@151172 Apologies for the delay. Were you advised of a revised delivery date? You can get in touch here - https://t.co/JzP7hlA23B Please keep us posted. ^TP,0.9738710522651672,0.9097857236862182,0.9546454536914826,True
@115821 having your customer service lie about package delivery is NOT helpful,"@339401 That's never our intention! Without posting personal/account details, can you tell us more about the original issue? ^JM",0.8753921985626221,0.8671997666358948,0.8729344689846038,False
"What the actual f*%k @115830. Seriously, no conscience at all?!? As if I didn’t feel bad enough using you already...PLEASE review your packaging protocol. There’s no need for such wastage! All this for the tiny box on the right...really?!?😡 https://t.co/ZqwJvv6H1U","@680118 Wow, that does seem excessive, Lisa. Here's a link so that you can leave feedback for the packaging team. Thanks for posting!  https://t.co/fxgZ6hTrFA ^EM",0.965949296951294,0.8886525273323059,0.9427602660655976,True
I have honestly never been more dissapointed in Amazon customer service until today - I was wrongfully charged American prime and then spent an hour trying to get all my money back. This is awful. @115821,"@703958 Stacey, I'm sorry to hear your experience today wasn't a pleasant one. Were you able to get everything resolved? ^SY",0.9442631602287292,0.9009037852287293,0.9312553477287291,True
Thanks @115830 for the safe delivery of my mother's pressie - sure she'll be glad to get a cardboard box covered in the liquid of the contents I bought 😒😡 https://t.co/v1mvDLmrSr,@606294 Oh no! I'm so sorry you found your parcel in this condition! We want to make sure this is addressed. Can you tell us who dispatched this parcel? ^MJ,0.9191488027572632,0.8546019434928894,0.899784744977951,True
アマゾンの名前騙った詐欺に引っ掛かるところだった😓危ない,@371952 アマゾンです。企業を装い個人情報を取得しようとする詐欺が発生しております。添付ファイルを開いたりリンクにはアクセスしないでください。よろしければ、こちらのヘルプページも合わせてご参照ください。https://t.co/BLEWX9WDG5 ET,0.7880954146385193,0.7739820718765259,0.7838614118099212,True
いつの間にかAmazon　prime会員に・・・。それも年間・・・。,"@336495 (2/2)更新後に特典の利用がなければ、キャンセル手続き後に年会費を返金いたします。
詳しくはこちらをご確認ください。 https://t.co/JrKFIybs6n　MH",0.7917042970657349,0.7865115761756897,0.7901464807987213,False
Amazon優秀w https://t.co/e2yvsXI0cS,"@576405 Amazonをご利用いただきありがとうございます！
（´ω`*）.｡oO(シボレーカマロですか・・・・すごい・・・！✨✨)　MH",0.8777718544006348,0.8690893173217773,0.8751670932769775,True
"It's very shameful on your part @115850, promising a day delivery and not even giving the agent's number, just to fool the customers. https://t.co/11Xyzg0epQ",@122493 into it and get back to you soon. Appreciate your patience. (2/2) ^MO,0.8912550210952759,0.8773702621459961,0.8870895934104919,False
@AmazonHelp why are you going to charge me $5 to return a gift of which I received a duplicate item because it wasn’t marked as purchased?,@163715 Oh no! Use these steps to create a pre-paid return label: https://t.co/tv0MHd6rQy Let us know if you have further questions! ^KN,0.9474295377731323,0.861759603023529,0.9217285573482513,True
Hey @120533 pourquoi vous avez annulé ma commande de 24 lots de deux barres de Bounty ? HEIN ?! Qu'est-ce que je vous ai fait pour mériter ça ?! Comment on fait au @339258 pour manger du chocolat maintenant ?,"@789592 Bonjour, je suis désolée d'apprendre cela. Pourriez-vous nous en dire davantage sur cette annulation, avez-vous reçu un e-mail à ce propos? ^BR",0.9300895929336548,0.8682112574577332,0.9115260922908782,True
@174957 I have buy Nokia 6 from Amazon India. The phone's display has purple colour on right side of the display. I want to replace my phone but Amazon can't. What can I do ? Help ASAP.,@665528 That's unusual. You can create a return here:https://t.co/dgreAZQ5qf. For further assistance you can get in touch with our support team here:https://t.co/rS49hgaADF. ^MN,0.9733406901359558,0.85318044424057,0.93729261636734,True
@115821 this was the absolute worse customer service I have ever received. Now I will not have any of the items I need for my vacation! It was supposed to be 1 day shipping not 2 days. 😠😠😠 vacation ruined before it even started,@718842 I'm sorry for any inconvenience! Please get in touch with us here: https://t.co/hApLpMlfHN and we'd be more than happy to review available options with you. ^EZ,0.939674437046051,0.877892529964447,0.9211398649215697,True
@115833 Can you send me an invite. I badly want to buy amazon echo in India.,@694007 I get your concern. Invitations are limited at the moment. You need to request for one from the web page. Appreciate your understanding. ^KH,0.9334468841552734,0.905559778213501,0.9250807523727417,True
When @115821 customer service manager thinks this is ok and here is no need to compensate you...  you find another vendor to shop with. Time to #BoycottAmazon https://t.co/sZbQEV2R5Z,@764939 I'm very sorry for the condition your order arrived in. Was there anything damaged? ^CL,0.9229857921600342,0.890867280960083,0.9133502388000487,True
"@AmazonHelp I have prime one day shipping, and I just ordered a new echo dot but it says it's coming on Thursday. That's definitely not one day..

Any advice? 

Thanks",@790403 Some items may need extra processing time and will be reflected during the checkout process. ^VS,0.9652737379074097,0.8983531475067139,0.945197560787201,True
@115821 Please take the phone back,@338174 Could you please let us know the issue you're facing with the product?  ^SQ,0.8265862464904785,0.8128984570503235,0.822479909658432,True
Le livreur Amazon va me détester 😂,@672516 :D Pourriez m'expliquer pourquoi?^FT,0.8427546620368958,0.8288647174835205,0.838587678670883,False
"@AmazonHelp Salut les copains. Désolé de déranger, mais j'ai encore un problème avec une commande qui était censée arriver le 20 octobre. :(","@386204 Bonjour, je suis désolée pour cela😓
Pourriez-vous nous indiquer le transporteur s'étant occupé de la livraison de votre colis?^FT",0.9376661777496338,0.9033594369888306,0.9273741555213928,True
"so... stream's cancelled tonight
THANKS @115821 https://t.co/3OqSKucJib",@439827 I'm so sorry to see this! We'd like to help. Did you receive an email explaining the delay?  ^BL,0.8980624675750732,0.8560664892196655,0.885463674068451,True
@AmazonHelp on Black Friday tried to purchase this item however as you can see it did not have the discounted price when placed in the basket. Advertised 17.98 then 23.99 when in basket https://t.co/twJ1OJOeee,@795392 Thanks for reaching out. Any promotions will be applied/seen in the checkout page before the order is placed. ^GG,0.9739484786987305,0.9005695343017578,0.9519347953796387,True
"@115821 you guys need to ship things inside of a box, not slap the shipping label on the product and leave it on the porch for everyone to see what is sitting there ready for the taking.","@706940 I'm sorry for the inconvenience, Danny. Some items may be shipped to you without additional packaging. However, if applicable, there may be an option during check out to ""ship in Amazon box."" Additional information can be found here: https://t.co/3rx2fzBFVZ ^SK",0.8890608549118042,0.8364916324615479,0.8732900881767273,True
@115821 s a new on??? And when I ask them to contact the warehouse to see what the issue is they say they can’t? Are you kidding me? Bad!,@703030 Terribly sorry about the bad experience! Was canceling and reordering the item the only option offered when you called? ^JD,0.8924343585968018,0.8663058161735535,0.8845957958698272,True
"Amazon logistics Berlin sollte auch mal zuverlässige Zusteller casten 
MIT OHNE KLINGELPHOBIE 

#DHDL 

#DHDL","@217027 Hi, hast du gerade eine aktuelle Lieferung? Wir prüfen das dann gerne mal für dich. Gruß ^NW",0.9114718437194824,0.8438026070594787,0.8911710727214813,True
"@115850 is there some issue with @115823 gateway? I've been not getting my updated balance! Did not receive the cashback I was supposed to, for my last order during Diwali sale. Please help!",@317016 I understand your concern is regarding amazon pay and cash back during Diwali sale. (1/2)^VH,0.8746733665466309,0.8593110203742981,0.8700646626949309,False
"@115850
Really... https://t.co/vTpH1OHOkg",@324091 It appears to be a spam SMS. If there is any pending cashback let us know. ^SG,0.8275753259658813,0.8245566368103028,0.8266697192192077,True
Cuando estás en casa toda la mañana esperando al repartidor de amazon https://t.co/VODqLcMwUN,"@185987 ¡Que emoción, Cosuro!, estamos contando los segundos contigo 🤗🤗🤗, cuéntanos, ¿Que compraste? ^AZ https://t.co/36iH0rGFPQ",0.8946043848991394,0.8524282336235046,0.8819515395164489,True
@AmazonHelp Non je m'y colle aujourd'hui!,"@320687 D'accord, le lien suivant https://t.co/T6wzeU2zc1 vous aidera à créer votre compte sans difficulté, tenez-moi informé ;) ^FT",0.9042815566062927,0.8978110671043396,0.9023404097557066,False
@AmazonHelp @115821 @115850 Why do u allow sellers to list a product way above it's MRP. Why can't u put cap on listing price #Misselling https://t.co/hcd42gUCen,"@436436 Nevertheless, I'd be sure to pass along your feedback to the concerned team internally. 2/2 ^MA",0.8838964700698853,0.8777630209922791,0.8820564353466034,False
"amazonほんと早い。
夜中に注文したパーツがもう届いた。 https://t.co/43y45tRspn",@719847 ご利用ありがとうございます😊✨✨SK,0.9122848510742188,0.8941344261169434,0.9068397235870361,True
