tweet_id,text,conversation_length,message_length_group,conversation_length_group,intent
2454099,@115821 s a new on??? And when I ask them to contact the warehouse to see what the issue is they say they can’t? Are you kidding me? Bad!,16,medium,extreme,order_management
428976,"Amazon logistics Berlin sollte auch mal zuverlässige Zusteller casten 
MIT OHNE KLINGELPHOBIE 

#DHDL 

#DHDL",24,medium,extreme,delivery_tracking
1252527,"@115850 is there some issue with @115823 gateway? I've been not getting my updated balance! Did not receive the cashback I was supposed to, for my last order during Diwali sale. Please help!",3,long,medium,payment_billing
859560,"@115850
Really... https://t.co/vTpH1OHOkg",2,very_short,short,other
293752,Cuando estás en casa toda la mañana esperando al repartidor de amazon https://t.co/VODqLcMwUN,2,short,short,delivery_tracking
861282,@AmazonHelp Non je m'y colle aujourd'hui!,3,very_short,medium,other
278693,@AmazonHelp @13150 #geart cheat sale#amazoncheats https://t.co/icmRxxGOAk,21,short,extreme,other
1359079,@AmazonHelp @115821 @115850 Why do u allow sellers to list a product way above it's MRP. Why can't u put cap on listing price #Misselling https://t.co/hcd42gUCen,5,long,long,seller_marketplace
2528237,"amazonほんと早い。
夜中に注文したパーツがもう届いた。 https://t.co/43y45tRspn",2,short,short,other
322912,@115850 kindly provide me with your E-mail ID for grievance redressal.,15,short,very_long,other
1293027,When you miss your @169994 pickup because the link in your order confirmation sent you to the wrong address. https://t.co/D5btb8vWa1,4,medium,medium,returns_refunds
1553211,"Que vergüenza y que pobre y mal servicio me lleva dando @116928  desde el 13 de octubre, han perdido a un cliente Premium....",22,medium,extreme,other
1331119,"@115821 why is it, whenever I need something important from you, like a textbook or a router or my god damn Halloween costume, you decide to 'delay delivery.' It is NOT OKAY.",6,long,long,delivery_tracking
2679212,@115821 quero resposta,22,very_short,extreme,other
