conversation_id,tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,message_length,conversation_length,message_length_group,conversation_length_group
2987187.0,2987187,306137,True,2017-11-21 21:37:37+00:00,"Holy crap @115821, you need to get better CSRs to man your help desk. BTW, since when did ""package delivered"" start meaning ""your package may be delivered within up to 36-hours""?",2987186,,178,2,long,short
1730772.0,1730772,522977,True,2017-11-07 11:31:33+00:00,@115821 2 day shipping they said. It’ll be fast they said. @AmazonHelp https://t.co/Y8vLiJTfgW,1730770,1730770.0,94,4,short,medium
534079.0,534079,243703,True,2017-12-02 11:51:58+00:00,"Delivery on my amazon order has been delayed, IT’S A BLOODY ADVENT CALENDAR.",534078,534078.0,76,8,short,very_long
1260813.0,1260810,415378,True,2017-10-26 10:04:24+00:00,"@AmazonHelp Thing is, I don't want to return the book because I know it will take a long time for you to replace it :( it just looks used https://t.co/ZhXuro0FiD","1260809,1260811,1260812",1260813.0,161,5,long,long
1334346.0,1334345,431275,True,2017-10-27 13:37:52+00:00,@118919 The massage show your account locked. Pl unlock or send invoice on mail id __email__,1334344,1334346.0,92,2,short,short
2758141.0,2758141,771844,True,2017-11-21 03:41:55+00:00,"Where is my order @115821.com , doing follow-up with your customer care since 18th Nov but yet not delivered, yesterday your customer support guy promised it by today EOD but still on same page. https://t.co/dSgKtJWLGz",2758138,2758138.0,218,18,very_long,extreme
1911965.0,1911965,569542,True,2017-11-25 13:42:47+00:00,Liebes Amazon. Ich bestelle heute einen Artikel bei Ihnen als Expresszustellung für heute! Das haben sie beim Bestellvorgang angegeben. Ich habe bestellt. Nun steht unter meinen Bestellungen Lieferung 25.11 bis 27.11. da es wieder mit eigenen Lieferdienst. Wieso?? @amazonhelp,"1911963,1911969",1911963.0,276,9,very_long,very_long
416386.0,416386,214320,True,2017-10-10 02:22:28+00:00,Where is the @168151 app for @115821 Fire TV stick?!? --Asks the guy stuck in a hospital for several weeks...,416385,,109,2,medium,short
1659003.0,1659003,506152,True,2017-10-17 14:41:13+00:00,@115821 thanks for anothe late game pre order gj,1659001,1659001.0,48,8,very_short,very_long
423827.0,423827,192916,True,2017-10-10 10:45:24+00:00,@115850 @AmazonHelp will you help me or not.,423826,,44,2,very_short,short
842283.0,842283,320339,True,2017-10-20 13:39:16+00:00,"Meus mangás de Noragami chegaram e eu to só o surto em pessoa querendo mostrar até pro meu gato, desculpa mundo",842282,842283.0,111,7,medium,long
1127974.0,1127974,385930,True,2017-10-24 10:47:58+00:00,@AmazonHelp I paid for next day delivery on Sunday didn't receive my parcel which is a gift but I got this message pardon???????? https://t.co/t8peVsB57r,1127973,,153,2,long,short
2619712.0,2619712,740273,True,2017-11-17 15:09:30+00:00,@115830 I have just been on the phone for 40 minutes to your Customer Service. Most of the time on hold and the rest of the time talking to people who clearly had no clue how to resolve my problem. It's still not resolved. Completely appalling service.,2619711,2619711.0,252,5,very_long,long
1950330.0,1950330,579292,True,2017-10-18 14:53:00+00:00,Hi @115850 - I am unable to place an order. Thr product only has 'Schedule Delivery' option and then I get an error message. https://t.co/8Ah6MlCU5C,"1950328,1950342",1950328.0,148,15,medium,very_long
2886473.0,2886473,473952,True,2017-11-28 12:32:22+00:00,@115830 your listing showed the item on the left and promised “no wires” what I got was on the right and they want to deduct postage from the refund. Very unimpressed. https://t.co/BS67hqN3yr,2886471,2886471.0,191,6,long,long
158606.0,158606,152466,True,2017-11-24 17:51:44+00:00,@115850 RESPECTED SIR I WANT TO SELL MY BRANDED WOMENS CLOTHING PLS GUIDE ME CELL NO. 9840590007,"158605,158607",,96,3,short,medium
1738971.0,1738971,420471,True,2017-11-07 15:31:19+00:00,.@12339 sends back package to @115850 while in transit saying customer refused delivery! Its still 90km away from destination city! #ridiculous @115821 @AmazonHelp https://t.co/VOLLprvLa5,"1738972,1738973,1738969",1738971.0,187,6,long,long
123442.0,123442,143578,True,2017-11-24 00:48:33+00:00,"@AmazonHelp muchachos, help, donde viene la garantía de un ps4 pro? Ya tengo mi paquete pero no la veo",123440,123440.0,102,7,medium,long
1260789.0,1260789,190898,True,2017-10-26 10:13:52+00:00,Guys don't use @AmazonHelp @115850 @115821. first they will deliver defective items than @AmazonHelp Will make u fool not once but 2-3time,"1260787,1260790,1260791",1260789.0,138,20,medium,extreme
247459.0,247458,174795,True,2017-09-27 20:22:14+00:00,@115850 @115821 Check my Order# 4__credit_card__,247457,247459.0,48,18,very_short,extreme
2260568.0,2260568,658225,True,2017-11-11 01:56:50+00:00,"@115821 how can I shut Alexa up? I set a timer and she won’t cancel it. I’ve even unplugged the echo to reset it, but nothing.",2260567,2260567.0,126,4,medium,medium
521633.0,521630,150731,True,2017-12-02 03:14:40+00:00,"@AmazonHelp U dont missed time frame but prime delivery to a location within 24hrs
But for me it takes 4days to reach that location.
Plus it came with same courier. They dont deliver to my location. They are giving to some other courier. Pathetic delivery.","521631,521629",521632.0,256,8,very_long,very_long
2049112.0,2049111,605995,True,2017-11-08 08:22:31+00:00,@AmazonHelp No I️t just said: “Delivery estimate Friday November 10” and I️ ordered I️t on Monday,2049110,2049112.0,97,3,short,medium
2621083.0,2621083,740598,True,2017-11-17 15:41:44+00:00,@120533 qui envoie des figurines Pop qui dans une enveloppe en papier PITIÉ 😢😢  je meuuuurs 😭😭 heureusement que le service clients est top et vont l'échanger mais avec un autre conditionnement j'espère 😔😔 #amazon #StrangersThings,2621082,,229,2,very_long,short
395980.0,395980,209750,True,2017-10-09 18:12:42+00:00,"@AmazonHelp Tengo problemas con un pedido, que puedo hacer? Gracias",395979,395979.0,67,13,short,very_long
101802.0,101802,138300,True,2017-11-30 17:27:35+00:00,"What a surprise ANOTHER @115830 delivery driver saying he couldn’t deliver my parcel even though I’ve been in all day and no one has even been near the house, checked all the CCTV. Pay a company to deliver not a guy with a large boot ffs.",101801,,238,2,very_long,short
2230622.0,2230622,575049,True,2017-10-19 16:08:28+00:00,@AmazonHelp purchased Peter Robinson The Summer That Never Was and guess what Unable to Open the Title. Forget help it doesn’t exist.,2230620,2230620.0,133,7,medium,long
2458378.0,2458378,495477,True,2017-11-15 05:48:07+00:00,@115850 need help with my last order,2458377,2458377.0,36,8,very_short,very_long
770495.0,770495,303996,True,2017-10-11 23:25:15+00:00,i just wanted to water color but 4 days later i still don’t have my watercolors and supplies 😭 @115821 https://t.co/Vz3PtgSV8d,770494,,126,2,medium,short
746718.0,746718,298511,True,2017-10-11 16:33:07+00:00,@115850 ur courier guys send wrong feedback abt customer... pathetic service.. @115851,746717,746717.0,86,17,short,extreme
2690679.0,2690679,756421,True,2017-11-18 14:22:33+00:00,"@AmazonHelp Good morning. I’m facing problems to access my account. I’ve reset the password several times, but the problem remains. Can you help me on this?",2690678,2690678.0,156,9,long,very_long
1765185.0,1765185,530948,True,2017-11-07 21:35:04+00:00,Thanks for delivering my item @115830. Came home after God knows how long to find it hanging out the front door. Lucky for both of us no-one stole it ey?! https://t.co/y2rnPj6nUq,1765183,1765183.0,178,4,long,medium
2832990.0,2832990,788686,True,2017-11-27 13:41:23+00:00,"@115850 @115821 worst experience Bally delivery agents,lier cheater,don't even know how 2 behave with ladies worst agent numbers 8240535505/7686990910 never expected from amazon",2832989,,177,2,long,short
1366284.0,1366284,120687,True,2017-10-27 21:47:15+00:00,@AmazonHelp When are you gonna resolve the issue ?,1366281,1366281.0,50,19,very_short,extreme
2897610.0,2897610,802833,True,2017-11-28 16:49:52+00:00,@AmazonHelp my parcel was “delivered” to my “neighbour” called “Dave” at house number “24”. Knocked at number 24 and shock. No one called Dave lives there and they’ve taken no parcel. What do we do now? Paid a lot of money for this.,2897609,,232,2,very_long,short
2936617.0,2936617,811820,True,2017-11-29 11:23:01+00:00,"Received my @115830 package two days after it was ""handed to resident”. Item not packaged at all (i.e. no box, no address, just a book in my mailbox). Presumably someone decided they didn’t want a copy of “Python for Data Analysis” after all.",2936616,2936617.0,242,4,very_long,medium
153658.0,153658,151172,True,2017-11-23 12:41:54+00:00,"@115830 placed order for several items, was expecting one of these to be delivered yesterday, but apparently it was sent to the wrong carrier facility!I cannot see where to contact Amazon to find out what is going on. Whats the point in signing up to prime! Please help AmazonUK",153657,153657.0,278,13,very_long,very_long
924533.0,924533,339401,True,2017-10-13 18:41:50+00:00,@115821 having your customer service lie about package delivery is NOT helpful,"924532,924534",924533.0,78,11,short,very_long
2353744.0,2353744,680118,True,2017-11-13 18:48:50+00:00,"What the actual f*%k @115830. Seriously, no conscience at all?!? As if I didn’t feel bad enough using you already...PLEASE review your packaging protocol. There’s no need for such wastage! All this for the tiny box on the right...really?!?😡 https://t.co/ZqwJvv6H1U",2353743,,264,2,very_long,short
2457801.0,2457801,703958,True,2017-11-15 05:16:40+00:00,I have honestly never been more dissapointed in Amazon customer service until today - I was wrongfully charged American prime and then spent an hour trying to get all my money back. This is awful. @115821,2457800,2457800.0,204,5,very_long,long
2419011.0,2419011,606294,True,2017-11-14 17:43:04+00:00,Thanks @115830 for the safe delivery of my mother's pressie - sure she'll be glad to get a cardboard box covered in the liquid of the contents I bought 😒😡 https://t.co/v1mvDLmrSr,2419009,2419009.0,178,8,long,very_long
1067643.0,1067643,371952,True,2017-10-13 11:29:32+00:00,アマゾンの名前騙った詐欺に引っ掛かるところだった😓危ない,1067642,,28,2,very_short,short
911521.0,911521,336495,True,2017-10-21 07:01:02+00:00,いつの間にかAmazon　prime会員に・・・。それも年間・・・。,"911519,911525",911519.0,34,7,very_short,long
1937630.0,1937630,576405,True,2017-11-12 02:25:45+00:00,Amazon優秀w https://t.co/e2yvsXI0cS,1937629,1937629.0,33,4,very_short,medium
33205.0,33205,122493,True,2017-11-01 12:47:10+00:00,"It's very shameful on your part @115850, promising a day delivery and not even giving the agent's number, just to fool the customers. https://t.co/11Xyzg0epQ","33202,33208",33202.0,157,7,long,long
343775.0,343775,163715,True,2017-10-31 14:37:47+00:00,@AmazonHelp why are you going to charge me $5 to return a gift of which I received a duplicate item because it wasn’t marked as purchased?,343774,343774.0,138,16,medium,extreme
2836879.0,2836879,789592,True,2017-11-27 15:35:52+00:00,Hey @120533 pourquoi vous avez annulé ma commande de 24 lots de deux barres de Bounty ? HEIN ?! Qu'est-ce que je vous ai fait pour mériter ça ?! Comment on fait au @339258 pour manger du chocolat maintenant ?,2836877,2836877.0,208,8,very_long,very_long
2291509.0,2291509,665528,True,2017-11-09 16:11:40+00:00,@174957 I have buy Nokia 6 from Amazon India. The phone's display has purple colour on right side of the display. I want to replace my phone but Amazon can't. What can I do ? Help ASAP.,2291508,2291508.0,185,17,long,extreme
2524331.0,2524331,718842,True,2017-11-16 03:09:13+00:00,@115821 this was the absolute worse customer service I have ever received. Now I will not have any of the items I need for my vacation! It was supposed to be 1 day shipping not 2 days. 😠😠😠 vacation ruined before it even started,2524330,,227,2,very_long,short
2414431.0,2414431,694007,True,2017-11-14 17:16:04+00:00,@115833 Can you send me an invite. I badly want to buy amazon echo in India.,2414429,2414429.0,76,8,short,very_long
2866047.0,2866047,764939,True,2017-11-27 23:25:52+00:00,When @115821 customer service manager thinks this is ok and here is no need to compensate you...  you find another vendor to shop with. Time to #BoycottAmazon https://t.co/sZbQEV2R5Z,2866045,2866045.0,182,3,long,medium
2840344.0,2840344,790403,True,2017-11-27 16:10:24+00:00,"@AmazonHelp I have prime one day shipping, and I just ordered a new echo dot but it says it's coming on Thursday. That's definitely not one day..

Any advice? 

Thanks",2840343,,167,2,long,short
919051.0,919051,338174,True,2017-10-13 20:24:02+00:00,@115821 Please take the phone back,919048,919048.0,34,20,very_short,extreme
2320514.0,2320514,672516,True,2017-11-13 13:38:11+00:00,Le livreur Amazon va me détester 😂,2320513,,34,2,very_short,short
1129425.0,1129425,386204,True,2017-10-24 11:14:16+00:00,"@AmazonHelp Salut les copains. Désolé de déranger, mais j'ai encore un problème avec une commande qui était censée arriver le 20 octobre. :(",1129422,1129422.0,140,8,medium,very_long
1374096.0,1374096,439827,True,2017-10-28 00:37:27+00:00,"so... stream's cancelled tonight
THANKS @115821 https://t.co/3OqSKucJib",1374094,1374094.0,71,6,short,long
2863478.0,2863478,795392,True,2017-11-27 23:16:53+00:00,@AmazonHelp on Black Friday tried to purchase this item however as you can see it did not have the discounted price when placed in the basket. Advertised 17.98 then 23.99 when in basket https://t.co/twJ1OJOeee,2863476,2863476.0,209,3,very_long,medium
2521747.0,2521747,706940,True,2017-11-26 19:46:54+00:00,"@115821 you guys need to ship things inside of a box, not slap the shipping label on the product and leave it on the porch for everyone to see what is sitting there ready for the taking.",2521745,2521745.0,186,3,long,medium
2454099.0,2454099,703030,True,2017-10-29 18:47:57+00:00,@115821 s a new on??? And when I ask them to contact the warehouse to see what the issue is they say they can’t? Are you kidding me? Bad!,2454092,2454092.0,137,16,medium,extreme
428976.0,428976,217027,True,2017-10-03 19:35:08+00:00,"Amazon logistics Berlin sollte auch mal zuverlässige Zusteller casten 
MIT OHNE KLINGELPHOBIE 

#DHDL 

#DHDL",428975,428975.0,109,24,medium,extreme
1252527.0,1252527,317016,True,2017-10-26 05:24:28+00:00,"@115850 is there some issue with @115823 gateway? I've been not getting my updated balance! Did not receive the cashback I was supposed to, for my last order during Diwali sale. Please help!","1252526,1252528",,190,3,long,medium
859560.0,859560,324091,True,2017-10-13 14:08:40+00:00,"@115850
Really... https://t.co/vTpH1OHOkg",859559,,41,2,very_short,short
293752.0,293752,185987,True,2017-10-06 17:17:09+00:00,Cuando estás en casa toda la mañana esperando al repartidor de amazon https://t.co/VODqLcMwUN,293751,,93,2,short,short
861284.0,861282,320687,True,2017-10-20 17:16:34+00:00,@AmazonHelp Non je m'y colle aujourd'hui!,861281,861283.0,41,3,very_short,medium
278693.0,278693,182463,True,2017-10-05 04:38:14+00:00,@AmazonHelp @13150 #geart cheat sale#amazoncheats https://t.co/icmRxxGOAk,"278694,278695,278686",278693.0,73,21,short,extreme
1359079.0,1359079,436436,True,2017-10-27 19:36:22+00:00,@AmazonHelp @115821 @115850 Why do u allow sellers to list a product way above it's MRP. Why can't u put cap on listing price #Misselling https://t.co/hcd42gUCen,"1359078,1359080,1359081,1359082,1359083",1359079.0,161,5,long,long
2528237.0,2528237,719847,True,2017-11-16 05:24:47+00:00,"amazonほんと早い。
夜中に注文したパーツがもう届いた。 https://t.co/43y45tRspn",2528236,,54,2,short,short
322912.0,322912,192922,True,2017-10-07 12:52:19+00:00,@115850 kindly provide me with your E-mail ID for grievance redressal.,322910,322910.0,70,15,short,very_long
1293027.0,1293027,422379,True,2017-10-26 20:55:18+00:00,When you miss your @169994 pickup because the link in your order confirmation sent you to the wrong address. https://t.co/D5btb8vWa1,1293025,1293025.0,132,4,medium,medium
1553211.0,1553211,480559,True,2017-11-04 10:06:04+00:00,"Que vergüenza y que pobre y mal servicio me lleva dando @116928  desde el 13 de octubre, han perdido a un cliente Premium....",1553205,1553205.0,125,22,medium,extreme
1331119.0,1331119,430547,True,2017-10-27 12:50:58+00:00,"@115821 why is it, whenever I need something important from you, like a textbook or a router or my god damn Halloween costume, you decide to 'delay delivery.' It is NOT OKAY.",1331117,1331117.0,174,6,long,long
2679212.0,2679212,624553,True,2017-10-31 15:01:45+00:00,@115821 quero resposta,2679209,2679209.0,22,22,very_short,extreme
